,DATE,CCN,STATION,NAME,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT06,WT11,Year,Month,Date,Day,Illum
591,8/14/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,68,72,0,,,,,,2017,8,14,2,0.6
592,8/15/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,79,72,74,0,,,,,,2017,8,15,3,0.48
593,8/16/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.18,0,0,83,72,74,0,,,,,,2017,8,16,4,0.37
594,8/17/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,92,74,77,0,,,,,,2017,8,17,5,0.26
595,8/18/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,77,78,0,,,,,,2017,8,18,6,0.17
596,8/19/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.27,0,0,93,76,78,0,,,,,,2017,8,19,7,0.09
597,8/20/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,67,75,0,,,,,,2017,8,20,1,0.03
598,8/21/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,89,72,72,0,,,,,,2017,8,21,2,0
599,8/22/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,72,76,0,,,,,,2017,8,22,3,0
600,8/23/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,93,76,77,0,,,,,,2017,8,23,4,0.03
601,8/24/17,112,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,68,71,0,,,,,,2017,8,24,5,0.07
602,8/25/17,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.05,0,0,83,63,65,0,,,,,,2017,8,25,6,0.14
603,8/26/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,61,67,0,,,,,,2017,8,26,7,0.21
604,8/27/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,82,60,70,0,,,,,,2017,8,27,1,0.3
605,8/28/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,60,60,0,,,,,,2017,8,28,2,0.39
606,8/29/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,79,60,65,0,,,,,,2017,8,29,3,0.49
607,8/30/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.86,0,0,71,62,64,0,,,,,,2017,8,30,4,0.58
608,8/31/17,81,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,80,64,68,0,,,,,,2017,8,31,5,0.67
609,9/1/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,85,62,62,0,,,,,,2017,9,1,6,0.76
610,9/2/17,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.22,0,0,67,57,59,0,,,,,,2017,9,2,7,0.84
611,9/3/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.54,0,0,67,59,64,0,,,,,,2017,9,3,1,0.9
612,9/4/17,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.3,0,0,80,59,63,0,,,,,,2017,9,4,2,0.95
613,9/5/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,82,63,69,0,,,,,,2017,9,5,3,0.99
614,9/6/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.16,0,0,86,68,70,0,,,,,,2017,9,6,4,1
615,9/7/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.57,0,0,70,61,62,0,,,,,,2017,9,7,5,0.99
616,9/8/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,53,56,0,,,,,,2017,9,8,6,0.96
617,9/9/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,53,58,0,,,,,,2017,9,9,7,0.9
618,9/10/17,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,52,57,0,,,,,,2017,9,10,1,0.82
619,9/11/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,51,51,0,,,,,,2017,9,11,2,0.73
620,9/12/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,75,51,60,0,,,,,,2017,9,12,3,0.62
621,9/13/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,79,60,67,0,,,,,,2017,9,13,4,0.51
622,9/14/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,81,66,69,0,,,,,,2017,9,14,5,0.39
623,9/15/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.33,0,0,83,66,67,0,,,,,,2017,9,15,6,0.29
624,9/16/17,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,65,65,0,,,,,,2017,9,16,7,0.19
625,9/17/17,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,64,69,0,1,,,,,2017,9,17,1,0.11
626,9/18/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,82,68,70,0,,,,,,2017,9,18,2,0.05
627,9/19/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,67,69,0,,,,,,2017,9,19,3,0.01
628,9/20/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,69,70,0,,,,,,2017,9,20,4,0
629,9/21/17,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,87,64,64,0,,,,,,2017,9,21,5,0.01
630,9/22/17,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,88,64,68,0,,,,,,2017,9,22,6,0.04
631,9/23/17,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,60,69,0,,,,,,2017,9,23,7,0.1
632,9/24/17,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,89,62,64,0,,,,,,2017,9,24,1,0.16
633,9/25/17,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,90,64,68,0,,,,,,2017,9,25,2,0.24
634,9/26/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,67,69,0,,,,,,2017,9,26,3,0.32
635,9/27/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,86,67,71,0,,,,,,2017,9,27,4,0.42
636,9/28/17,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,91,69,74,0,,,,,,2017,9,28,5,0.51
637,9/29/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,53,54,0,,,,,,2017,9,29,6,0.6
638,9/30/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,74,54,59,0,,,,,,2017,9,30,7,0.7
639,10/1/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,47,54,0,,,,,,2017,10,1,1,0.78
640,10/2/17,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,47,47,0,,,,,,2017,10,2,2,0.86
641,10/3/17,62,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,75,47,54,0,,,,,,2017,10,3,3,0.92
642,10/4/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,75,50,54,0,,,,,,2017,10,4,4,0.97
643,10/5/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,77,54,56,0,,,,,,2017,10,5,5,1
644,10/6/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,83,56,62,0,,,,,,2017,10,6,6,1
645,10/7/17,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,61,65,0,,,,,,2017,10,7,7,0.97
646,10/8/17,94,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,85,,76,0,,,,,,2017,10,8,1,0.92
647,10/9/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.5,0,0,82,74,76,0,,,,,,2017,10,9,2,0.85
648,10/10/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,83,70,70,0,,,,,,2017,10,10,3,0.75
649,10/11/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,84,70,72,0,,,,,,2017,10,11,4,0.65
650,10/12/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.32,0,0,74,66,68,0,,,,,,2017,10,12,5,0.54
651,10/13/17,108,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,60,60,0,,,,,,2017,10,13,6,0.42
652,10/14/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.04,0,0,65,60,64,0,,,,,,2017,10,14,7,0.32
653,10/15/17,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,70,60,65,0,,,,,,2017,10,15,1,0.22
654,10/16/17,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,78,61,62,0,,,,,,2017,10,16,2,0.14
655,10/17/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,65,40,43,0,,,,,,2017,10,17,3,0.07
656,10/18/17,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,63,41,42,0,,,,,,2017,10,18,4,0.03
657,10/19/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,71,42,45,0,,,,,,2017,10,19,5,0.01
658,10/20/17,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,45,51,0,,,,,,2017,10,20,6,0
659,10/21/17,110,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,47,53,0,,,,,,2017,10,21,7,0.02
660,10/22/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,48,57,0,,,,,,2017,10,22,1,0.06
661,10/23/17,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,76,57,61,0,1,,,,,2017,10,23,2,0.11
662,10/24/17,96,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.15,0,0,77,61,62,0,,,,,,2017,10,24,3,0.18
663,10/25/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,73,55,56,0,,,,,,2017,10,25,4,0.25
664,10/26/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,66,49,49,0,,,,,,2017,10,26,5,0.34
665,10/27/17,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,60,38,40,0,,,,,,2017,10,27,6,0.43
668,10/30/17,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.1,0,0,70,46,47,0,,,,,,2017,10,30,2,0.72
669,10/31/17,113,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,59,41,41,0,,,,,,2017,10,31,3,0.81
670,11/1/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,41,44,0,,,,,,2017,11,1,4,0.88
671,11/2/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,44,52,0,,,,,,2017,11,2,5,0.94
672,11/3/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,75,52,58,0,,,,,,2017,11,3,6,0.98
673,11/4/17,68,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,78,49,49,0,,,,,,2017,11,4,7,1
674,11/5/17,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.61,0,0,60,48,58,0,,,,,,2017,11,5,1,0.98
675,11/6/17,67,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,65,58,63,0,,,,,,2017,11,6,2,0.94
676,11/7/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.11,0,0,72,46,46,0,,,,,,2017,11,7,3,0.87
677,11/8/17,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.09,0,0,47,41,42,0,,,,,,2017,11,8,4,0.79
678,11/9/17,101,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,49,42,45,0,,,,,,2017,11,9,5,0.68
679,11/10/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.04,0,0,56,43,44,0,,,,,,2017,11,10,6,0.57
680,11/11/17,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,45,25,28,0,,,,,,2017,11,11,7,0.46
681,11/12/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,39,27,34,0,,,,,,2017,11,12,1,0.36
682,11/13/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,47,34,41,0,,,,,,2017,11,13,2,0.26
683,11/14/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,53,34,40,0,,,,,,2017,11,14,3,0.17
684,11/15/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,51,31,35,0,,,,,,2017,11,15,4,0.1
685,11/16/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,55,35,47,0,,,,,,2017,11,16,5,0.05
686,11/17/17,107,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,41,43,0,,,,,,2017,11,17,6,0.02
687,11/18/17,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,53,33,44,0,,,,,,2017,11,18,7,0
688,11/19/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.1,0,0,62,44,49,0,,,,,,2017,11,19,1,0.01
689,11/20/17,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,51,38,40,0,,,,,,2017,11,20,2,0.03
690,11/21/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,37,43,0,,,,,,2017,11,21,3,0.07
691,11/22/17,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,61,43,53,0,,,,,,2017,11,22,4,0.12
692,11/23/17,50,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,59,29,35,0,,,,,,2017,11,23,5,0.19
693,11/24/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,28,33,0,,,,,,2017,11,24,6,0.27
694,11/25/17,117,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,54,32,43,0,,,,,,2017,11,25,7,0.36
695,11/26/17,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,60,32,47,0,,,,,,2017,11,26,1,0.45
696,11/27/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,54,35,39,0,,,,,,2017,11,27,2,0.55
697,11/28/17,111,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,60,34,35,0,,,,,,2017,11,28,3,0.65
698,11/29/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,63,34,42,0,,,,,,2017,11,29,4,0.75
699,11/30/17,88,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,68,38,42,0,,,,,,2017,11,30,5,0.84
700,12/1/17,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.02,0,0,60,42,46,0,,,,,,2017,12,1,6,0.91
701,12/2/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,56,30,35,0,,,,,,2017,12,2,7,0.97
702,12/3/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.05,0,0,53,35,41,0,,,,,,2017,12,3,1,1
703,12/4/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,56,31,33,0,,,,,,2017,12,4,2,0.99
704,12/5/17,104,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,55,33,48,0,,,,,,2017,12,5,3,0.96
705,12/6/17,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.1,0,0,60,41,41,0,,,,,,2017,12,6,4,0.9
706,12/7/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,47,36,40,0,,,,,,2017,12,7,5,0.82
707,12/8/17,99,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,37,37,0,,,,,,2017,12,8,6,0.73
708,12/9/17,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,41,36,37,0,,,,,,2017,12,9,7,0.62
709,12/10/17,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.22,,1,37,29,35,,,,,,,2017,12,10,1,0.51
710,12/11/17,102,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,41,32,35,0,,,,,,2017,12,11,2,0.41
711,12/12/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,48,34,42,0,,,,,,2017,12,12,3,0.31
712,12/13/17,93,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,48,22,24,0,,,,,,2017,12,13,4,0.22
713,12/14/17,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,38,24,38,0,,,,,,2017,12,14,5,0.15
714,12/15/17,103,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,44,27,29,0,,,,,,2017,12,15,6,0.09
715,12/16/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,31,24,29,,,,,,,2017,12,16,7,0.04
716,12/17/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,27,31,0,,,,,,2017,12,17,1,0.01
717,12/18/17,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,31,37,0,,,,,,2017,12,18,2,0
718,12/19/17,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,56,36,38,0,,,,,,2017,12,19,3,0.01
719,12/20/17,97,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,60,38,49,0,,,,,,2017,12,20,4,0.03
720,12/21/17,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,27,28,0,,,,,,2017,12,21,5,0.08
721,12/22/17,95,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,45,28,34,0,,,,,,2017,12,22,6,0.13
722,12/23/17,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,56,34,54,0,,,,,,2017,12,23,7,0.2
723,12/24/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.24,0,0,64,37,40,0,,,,,,2017,12,24,1,0.29
724,12/25/17,44,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,44,35,35,0,,,,,,2017,12,25,2,0.38
725,12/26/17,62,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,35,29,29,0,,,,,,2017,12,26,3,0.48
726,12/27/17,67,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,38,29,29,0,,,,,,2017,12,27,4,0.59
727,12/28/17,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,30,15,17,0,,,,,,2017,12,28,5,0.69
728,12/29/17,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,24,15,19,0,,,,,,2017,12,29,6,0.79
729,12/30/17,59,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0.4,0,32,18,23,,,,,,,2017,12,30,7,0.88
730,12/31/17,65,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,32,17,18,,,,,,,2017,12,31,1,0.94
733,1/3/18,72,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,25,9,9,,,,,,,2018,1,3,4,0.98
734,1/4/18,44,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0.8,1,34,9,23,,,,,,,2018,1,4,5,0.93
735,1/5/18,67,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,27,12,12,,,,,,,2018,1,5,6,0.86
736,1/6/18,55,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,19,10,11,,,,,,,2018,1,6,7,0.78
737,1/7/18,48,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,20,8,10,,,,,,,2018,1,7,1,0.68
738,1/8/18,67,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,23,10,21,,,,,,,2018,1,8,2,0.58
739,1/9/18,116,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,39,21,32,,1,,,,,2018,1,9,3,0.47
740,1/10/18,86,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,25,31,0,,,,,,2018,1,10,4,0.37
741,1/11/18,98,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,43,31,41,0,,,,,,2018,1,11,5,0.28
742,1/12/18,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.13,0,0,67,41,66,0,,,,,,2018,1,12,6,0.2
743,1/13/18,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.36,0,0,74,34,34,0,,,,,,2018,1,13,7,0.13
744,1/14/18,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,36,16,18,0,,,,,,2018,1,14,1,0.07
745,1/15/18,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,28,15,23,0,,,,,,2018,1,15,2,0.03
746,1/16/18,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,32,23,30,0,,,,,,2018,1,16,3,0.01
747,1/17/18,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.05,0.7,1,41,24,25,,,,,,,2018,1,17,4,0
748,1/18/18,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,27,18,20,,,,,,,2018,1,18,5,0.01
749,1/19/18,114,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,20,25,,,,,,,2018,1,19,6,0.04
750,1/20/18,119,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,53,25,32,0,,,,,,2018,1,20,7,0.09
751,1/21/18,71,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,61,25,37,0,,,,,,2018,1,21,1,0.15
752,1/22/18,106,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,62,37,49,0,,,,,,2018,1,22,2,0.23
753,1/23/18,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,68,49,63,0,,,,,,2018,1,23,3,0.32
754,1/24/18,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,67,40,43,,,,,,,2018,1,24,4,0.42
755,1/25/18,90,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,47,31,33,,,,,,,2018,1,25,5,0.53
756,1/26/18,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,42,23,25,,,,,,,2018,1,26,6,0.64
757,1/27/18,80,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,49,25,44,,,,,,,2018,1,27,7,0.75
758,1/28/18,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,62,44,50,,,,,,,2018,1,28,1,0.84
759,1/29/18,100,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.14,0,0,55,44,44,,,,,,,2018,1,29,2,0.92
760,1/30/18,58,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,,,46,33,34,,,,,,,2018,1,30,3,0.97
761,1/31/18,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,35,20,23,,,,,,,2018,1,31,4,1
762,2/1/18,66,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,41,22,39,,,,,,,2018,2,1,5,0.99
765,2/4/18,59,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,35,20,34,,,,,,,2018,2,4,1,0.83
766,2/5/18,76,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,40,32,32,,,,,,,2018,2,5,2,0.74
767,2/6/18,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,37,25,31,,,,,,,2018,2,6,3,0.64
768,2/7/18,73,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,42,28,33,,,,,,,2018,2,7,4,0.55
769,2/8/18,87,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.48,0,0,42,25,26,,,,,,,2018,2,8,5,0.45
770,2/9/18,65,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,37,24,24,,,,,,,2018,2,9,6,0.35
771,2/10/18,74,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,46,24,38,,,,,,,2018,2,10,7,0.27
772,2/11/18,78,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,1.83,0,0,56,38,56,,,,,,,2018,2,11,1,0.19
773,2/12/18,92,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.23,0,0,69,45,45,,,,,,,2018,2,12,2,0.12
774,2/13/18,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,50,30,32,,,,,,,2018,2,13,3,0.07
775,2/14/18,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,42,32,36,,,,,,,2018,2,14,4,0.03
776,2/15/18,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.07,0,0,54,36,50,,,,,,,2018,2,15,5,0
777,2/16/18,85,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.05,0,0,73,50,62,,,,,,,2018,2,16,6,0
778,2/17/18,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,64,32,34,,,,,,,2018,2,17,7,0.02
779,2/18/18,67,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.53,0.5,,44,33,37,,,,,,,2018,2,18,1,0.05
780,2/19/18,77,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,52,35,41,,,,,,,2018,2,19,2,0.11
781,2/20/18,105,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.01,0,0,56,41,56,,,,,,,2018,2,20,3,0.18
782,2/21/18,83,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,77,56,62,,,,,,,2018,2,21,4,0.27
783,2/22/18,66,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,81,56,56,,,,,,,2018,2,22,5,0.38
784,2/23/18,70,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.09,0,0,56,40,40,,,,,,,2018,2,23,6,0.49
785,2/24/18,79,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.03,0,0,51,40,51,,1,,,,,2018,2,24,7,0.6
786,2/25/18,91,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.2,0,0,52,48,48,,1,,,,,2018,2,25,1,0.71
787,2/26/18,89,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.11,0,0,55,47,50,,,,,,,2018,2,26,2,0.81
788,2/27/18,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,57,30,37,,,,,,,2018,2,27,3,0.89
789,2/28/18,75,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,59,37,44,,,,,,,2018,2,28,4,0.95
790,3/1/18,84,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0,0,0,63,44,49,,,,,,,2018,3,1,5,0.99
791,3/2/18,82,USC00186350,"NATIONAL ARBORETUM DC, MD US",,,0.17,0,0,55,39,41,,,,,,,2018,3,2,6,1
